bjcd,name,lon,lat
2917014000,대촌동,126.8578,35.22949
2917014100,오룡동,126.84846,35.22665
2920010100,송정동,126.79903,35.13606
2920010200,도산동,126.79314,35.12572
2920010300,도호동,126.80583,35.12137
2920010400,신촌동,126.81393,35.13617
2920010500,서봉동,126.75433,35.15602
2920010600,운수동,126.77562,35.16371
2920010700,선암동,126.77555,35.14966
2920010800,소촌동,126.79429,35.15368
2920010900,우산동,126.81569,35.15498
2920011000,황룡동,126.78868,35.11703
2920011100,박호동,126.75025,35.17054
2920011200,비아동,126.82562,35.2244
2920011300,도천동,126.81989,35.21314
2920011400,수완동,126.82863,35.19911
2920011500,월계동,126.83743,35.21433
2920011600,쌍암동,126.84818,35.21894
2920011700,산월동,126.84909,35.20569
2920011800,신창동,126.84663,35.19043
2920011900,신가동,126.82954,35.18094
2920012000,운남동,126.82185,35.17223
2920012100,안청동,126.8017,35.20792
2920012200,진곡동,126.78872,35.2126
2920012300,장덕동,126.81021,35.19386
2920012400,흑석동,126.8082,35.18315
2920012500,하남동,126.79639,35.18599
2920012600,장수동,126.78204,35.18227
2920012700,산정동,126.79416,35.17186
2920012800,월곡동,126.8108,35.17057
2920012900,등임동,126.76363,35.18456
2920013000,산막동,126.76229,35.19955
2920013100,고룡동,126.77659,35.20064
2920013200,신룡동,126.77374,35.22075
2920013300,두정동,126.76096,35.22315
2920013400,임곡동,126.74622,35.21716
2920013500,광산동,126.7468,35.24062
2920013600,오산동,126.72977,35.23479
2920013700,사호동,126.72855,35.21466
2920013800,하산동,126.76574,35.09748
2920013900,유계동,126.78691,35.09546
2920014000,본덕동,126.7797,35.08581
2920014100,용봉동,126.77531,35.07661
2920014200,요기동,126.7615,35.10527
2920014300,복룡동,126.78145,35.11163
2920014400,송대동,126.7956,35.1062
2920014500,옥동,126.76073,35.12891
2920014600,월전동,126.77132,35.12126
2920014700,장록동,126.77453,35.13467
2920014800,송촌동,126.77658,35.14054
2920014900,지죽동,126.75618,35.14319
2920015000,용동,126.75026,35.13394
2920015100,용곡동,126.7395,35.12967
2920015200,지정동,126.71746,35.13636
2920015300,명화동,126.71953,35.12534
2920015400,동산동,126.71693,35.11758
2920015500,연산동,126.75021,35.11292
2920015600,도덕동,126.70351,35.15637
2920015700,송산동,126.72175,35.16444
2920015800,지평동,126.72886,35.1507
2920015900,오운동,126.69071,35.15007
2920016000,삼거동,126.67421,35.16011
2920016100,양동,126.65907,35.15454
2920016200,내산동,126.66068,35.12923
2920016300,대산동,126.6743,35.13752
2920016400,송학동,126.6765,35.11534
2920016500,신동,126.69377,35.11429
2920016600,삼도동,126.69167,35.12833
2920016700,남산동,126.72624,35.17724
2920016800,송치동,126.73532,35.1804
2920016900,산수동,126.74618,35.18635
2920017000,선동,126.74577,35.20111
2920017100,지산동,126.73324,35.19395
2920017200,왕동,126.71432,35.20015
2920017300,북산동,126.71174,35.17926
2920017400,명도동,126.70011,35.18085
2920017500,동호동,126.68734,35.18264
2920017600,덕림동,126.67008,35.18311
2920017700,양산동,126.68878,35.19749
2920017800,동림동,126.69121,35.20653
3011010100,원동,127.43418,36.32738
3011010200,인동,127.43842,36.32217
3011010300,효동,127.44064,36.31667
3011010400,천동,127.44627,36.31437
3011010500,가오동,127.4584,36.30766
3011010600,신흥동,127.44389,36.32298
3011010700,판암동,127.46414,36.3138
3011010800,삼정동,127.47567,36.32141
3011010900,용운동,127.46127,36.33279
3011011000,대동,127.44549,36.32922
3011011100,자양동,127.45002,36.33805
3011011200,신안동,127.43848,36.32969
3011011300,소제동,127.43837,36.33472
3011011400,가양동,127.44935,36.34673
3011011500,용전동,127.43455,36.35405
3011011600,성남동,127.43362,36.34379
3011011700,홍도동,127.42576,36.34712
3011011800,삼성동,127.42511,36.33942
3011011900,정동,127.43313,36.33269
3011012000,중동,127.42973,36.3314
3011012100,추동,127.47103,36.37446
3011012200,비룡동,127.47365,36.34423
3011012300,주산동,127.47862,36.35829
3011012400,용계동,127.48811,36.37298
3011012500,마산동,127.48981,36.38862
3011012600,효평동,127.46836,36.39787
3011012700,직동,127.48861,36.41389
3011012800,세천동,127.49063,36.32341
3011012900,신상동,127.50434,36.35254
3011013000,신하동,127.50002,36.36383
3011013100,신촌동,127.51087,36.37513
3011013200,사성동,127.51637,36.38553
3011013300,내탑동,127.51356,36.39951
3011013400,오동,127.52329,36.41504
3011013500,주촌동,127.53805,36.40381
3011013600,낭월동,127.4822,36.28473
3011013700,대별동,127.45669,36.28148
3011013800,이사동,127.44198,36.28424
3011013900,대성동,127.46822,36.29538
3011014000,장척동,127.44331,36.25285
3011014100,소호동,127.44982,36.26231
3011014200,구도동,127.47208,36.26706
3011014300,삼괴동,127.47376,36.24636
3011014400,상소동,127.45839,36.22769
3011014500,하소동,127.43911,36.21281
3014010100,은행동,127.42687,36.32964
3014010200,선화동,127.41869,36.33124
3014010300,목동,127.40913,36.33358
3014010400,중촌동,127.40899,36.34198
3014010500,대흥동,127.42493,36.32273
3014010600,문창동,127.43576,36.31793
3014010700,석교동,127.43845,36.3059
3014010800,호동,127.43681,36.2984
3014010900,옥계동,127.45191,36.29761
3014011000,대사동,127.42203,36.31056
3014011100,부사동,127.43152,36.31149
3014011200,용두동,127.4066,36.33004
3014011300,오류동,127.40521,36.3252
3014011400,태평동,127.39332,36.32489
3014011500,유천동,127.3964,36.31706
3014011600,문화동,127.40916,36.30939
3014011700,산성동,127.39011,36.30636
3014011800,사정동,127.39715,36.29495
3014011900,안영동,127.37803,36.28192
3014012000,무수동,127.41295,36.28142
3014012100,구완동,127.42723,36.27714
3014012200,침산동,127.39162,36.27602
3014012300,목달동,127.41287,36.26299
3014012400,정생동,127.40019,36.24854
3014012500,어남동,127.41449,36.22324
3014012600,금동,127.42732,36.24096
3017010100,복수동,127.37665,36.30237
3017010200,변동,127.37637,36.32761
3017010300,도마동,127.37248,36.31909
3017010400,정림동,127.36474,36.3041
3017010500,용문동,127.39616,36.33795
3017010600,탄방동,127.39162,36.34502
3017010800,괴정동,127.37998,36.33869
3017010900,가장동,127.3872,36.33141
3017011000,내동,127.37329,36.33435
3017011100,갈마동,127.3695,36.3474
3017011200,둔산동,127.389,36.35579
3017011300,월평동,127.36177,36.35018
3017011400,가수원동,127.35164,36.303
3017011500,도안동,127.34835,36.3234
3017011600,관저동,127.33323,36.29469
3017011700,흑석동,127.34507,36.26468
3017011800,매노동,127.33366,36.24239
3017011900,산직동,127.35026,36.24034
3017012000,장안동,127.34351,36.21394
3017012100,평촌동,127.31195,36.238
3017012200,오동,127.3203,36.2209
3017012300,우명동,127.29106,36.23596
3017012400,원정동,127.2989,36.25586
3017012500,용촌동,127.31836,36.25104
3017012600,봉곡동,127.32195,36.26923
3017012700,괴곡동,127.35542,36.28127
3017012800,만년동,127.38285,36.36794
3020010100,원내동,127.32013,36.299
3020010200,교촌동,127.31106,36.30702
3020010300,대정동,127.31651,36.31622
3020010400,용계동,127.325,36.32525
3020010500,학하동,127.31444,36.33454
3020010600,계산동,127.29631,36.33479
3020010700,성북동,127.28836,36.31002
3020010800,세동,127.27137,36.30271
3020010900,송정동,127.2606,36.28713
3020011000,방동,127.2935,36.27825
3020011100,봉명동,127.34608,36.35358
3020011200,구암동,127.32053,36.35475
3020011300,덕명동,127.28865,36.34677
3020011400,원신흥동,127.34513,36.33767
3020011500,상대동,127.33376,36.34253
3020011600,복용동,127.31898,36.34221
3020011700,장대동,127.33264,36.36199
3020011800,갑동,127.28839,36.367
3020011900,노은동,127.31901,36.36808
3020012000,지족동,127.30429,36.38222
3020012100,죽동,127.33323,36.37694
3020012200,궁동,127.34545,36.36741
3020012300,어은동,127.3558,36.37032
3020012400,구성동,127.36774,36.37119
3020012500,신성동,127.35029,36.38431
3020012600,가정동,127.36883,36.38095
3020012700,도룡동,127.38338,36.38139
3020012800,장동,127.36073,36.39654
3020012900,방현동,127.36502,36.40988
3020013000,화암동,127.37652,36.40444
3020013100,덕진동,127.36731,36.4252
3020013200,하기동,127.33226,36.39042
3020013300,추목동,127.34576,36.42032
3020013400,자운동,127.34581,36.40078
3020013500,신봉동,127.33358,36.40828
3020013600,수남동,127.31571,36.41655
3020013700,안산동,127.29292,36.40995
3020013800,외삼동,127.31265,36.40285
3020013900,반석동,127.29918,36.39416
3020014000,문지동,127.39673,36.39171
3020014100,전민동,127.39875,36.40282
3020014200,원촌동,127.40066,36.38252
3020014300,탑립동,127.40878,36.41519
3020014400,용산동,127.39818,36.41962
3020014500,봉산동,127.38387,36.4452
3020014600,관평동,127.38945,36.42358
3020014700,송강동,127.38087,36.43115
3020014800,금고동,127.38731,36.46361
3020014900,대동,127.3944,36.48041
3020015000,금탄동,127.38228,36.4898
3020015100,신동,127.36976,36.47691
3020015200,둔곡동,127.3655,36.45949
3020015300,구룡동,127.35754,36.44104
3023010100,오정동,127.41408,36.35386
3023010200,대화동,127.40743,36.36894
3023010300,읍내동,127.42528,36.37932
3023010400,연축동,127.42891,36.39074
3023010500,신대동,127.41687,36.39392
3023010600,와동,127.42706,36.40737
3023010700,송촌동,127.44277,36.36458
3023010800,법동,127.43615,36.3742
3023010900,중리동,127.42686,36.36159
3023011000,비래동,127.45501,36.36234
3023011100,석봉동,127.42255,36.45079
3023011200,목상동,127.41377,36.44662
3023011300,문평동,127.39984,36.44745
3023011400,신일동,127.40684,36.43586
3023011500,덕암동,127.42078,36.44053
3023011600,상서동,127.42328,36.42441
3023011700,평촌동,127.43349,36.43192
3023011800,장동,127.44481,36.40382
3023011900,용호동,127.4504,36.43517
3023012000,이현동,127.46277,36.41357
3023012100,갈전동,127.46938,36.42759
3023012200,부수동,127.47918,36.43995
3023012300,황호동,127.4915,36.44734
3023012400,삼정동,127.46469,36.44325
3023012500,미호동,127.47378,36.46213
3023012600,신탄진동,127.43583,36.44788
3111010100,학성동,129.33479,35.55478
3111010200,학산동,129.32789,35.55543
3111010300,복산동,129.32841,35.56454
3111010400,북정동,129.32121,35.55971
3111010500,옥교동,129.32496,35.55282
3111010600,성남동,129.31752,35.553
3111010700,교동,129.31621,35.56248
3111010800,우정동,129.31023,35.56285
3111010900,성안동,129.30984,35.58102
3111011000,유곡동,129.29376,35.56787
3111011100,태화동,129.29284,35.55421
3111011200,다운동,129.26954,35.5722
3111011300,동동,129.34864,35.57649
3111011400,서동,129.34239,35.57992
3111011500,남외동,129.34649,35.56706
3111011600,장현동,129.33668,35.59068
3111011700,약사동,129.33045,35.57946
3111011800,반구동,129.34357,35.55705
3114010100,무거동,129.26357,35.54498
3114010200,옥동,129.28149,35.53245
3114010300,두왕동,129.29954,35.50906
3114010400,신정동,129.3084,35.53593
3114010500,달동,129.32684,35.53726
3114010600,삼산동,129.34454,35.54273
3114010700,여천동,129.3581,35.52636
3114010800,야음동,129.33118,35.52486
3114010900,선암동,129.32719,35.51359
3114011000,상개동,129.31857,35.50148
3114011100,부곡동,129.33476,35.49799
3114011200,고사동,129.35524,35.50014
3114011300,성암동,129.34459,35.48281
3114011400,황성동,129.36269,35.46485
3114011500,용연동,129.36452,35.47925
3114011600,남화동,129.37689,35.47608
3114011700,용잠동,129.37591,35.48911
3114011800,장생포동,129.37245,35.5048
3114011900,매암동,129.37191,35.51253
3117010100,방어동,129.41067,35.49404
3117010200,화정동,129.41553,35.50264
3117010300,일산동,129.43381,35.49822
3117010400,전하동,129.42952,35.5144
3117010500,미포동,129.44418,35.53574
3117010600,주전동,129.44829,35.5579
3117010700,동부동,129.42787,35.55229
3117010800,서부동,129.41985,35.53164
3120010100,창평동,129.36887,35.61692
3120010200,호계동,129.3643,35.62887
3120010300,매곡동,129.36803,35.64852
3120010400,가대동,129.30721,35.60409
3120010500,신천동,129.34671,35.63843
3120010600,중산동,129.35185,35.66251
3120010700,상안동,129.3342,35.61941
3120010800,천곡동,129.32524,35.64824
3120010900,달천동,129.30945,35.63214
3120011000,시례동,129.33488,35.60363
3120011100,무룡동,129.41172,35.61546
3120011200,구유동,129.45218,35.60481
3120011300,정자동,129.44289,35.61558
3120011400,신명동,129.43821,35.6473
3120011500,대안동,129.39979,35.64914
3120011600,당사동,129.45266,35.59162
3120011700,신현동,129.41831,35.5967
3120011800,산하동,129.42778,35.63004
3120011900,어물동,129.4227,35.57593
3120012000,명촌동,129.36515,35.54844
3120012100,진장동,129.35845,35.56674
3120012200,연암동,129.37983,35.58116
3120012300,효문동,129.37663,35.56707
3120012400,양정동,129.38889,35.55268
3120012500,화봉동,129.37426,35.59416
3120012600,송정동,129.3685,35.60421
3120012700,염포동,129.39883,35.53621
3171025000,온산읍,129.33108,35.43007
3171025300,언양읍,129.15991,35.58477
3171025600,온양읍,129.25582,35.4172
3171025900,범서읍,129.24661,35.59703
3171026200,청량읍,129.26905,35.493
3171026500,삼남읍,129.09604,35.53223
3171031000,서생면,129.3133,35.36784
3171034000,웅촌면,129.19798,35.46729
3171036000,두동면,129.21163,35.66242
3171037000,두서면,129.14413,35.67305
3171038000,상북면,129.05742,35.59383
3171040000,삼동면,129.15373,35.50522
3611010100,반곡동,127.3115,36.492
3611010200,소담동,127.30115,36.48441
3611010300,보람동,127.28986,36.47778
3611010400,대평동,127.27428,36.47041
3611010500,가람동,127.24631,36.47034
3611010600,한솔동,127.25443,36.47728
3611010700,나성동,127.26381,36.48644
3611010800,새롬동,127.24892,36.48528
3611010900,다정동,127.2449,36.49468
3611011000,어진동,127.26381,36.50139
3611011100,종촌동,127.24733,36.50344
3611011200,고운동,127.23566,36.5187
3611011300,아름동,127.24956,36.51778
3611011400,도담동,127.26045,36.51468
3611011500,산울동,127.25633,36.53378
3611011600,해밀동,127.27029,36.52655
3611011700,합강동,127.33204,36.5243
3611011800,집현동,127.32922,36.49923
3611011900,세종동,127.29072,36.50383
3611012000,누리동,127.29134,36.52891
3611012100,한별동,127.27519,36.5362
3611012200,다솜동,127.32144,36.53468
3611012300,용호동,127.30917,36.53899
3611025000,조치원읍,127.28616,36.60787
3611031000,연기면,127.24992,36.54456
3611032000,연동면,127.32992,36.55269
3611033000,부강면,127.37897,36.52392
3611034000,금남면,127.29838,36.45186
3611035000,장군면,127.20766,36.50293
3611036000,연서면,127.24585,36.58414
3611037000,전의면,127.18829,36.66165
3611038000,전동면,127.25028,36.65643
3611039000,소정면,127.16899,36.71446
4111112900,파장동,126.99714,37.32184
4111113000,정자동,126.99253,37.29762
4111113100,이목동,126.97817,37.3186
4111113200,율전동,126.96922,37.30374
4111113300,천천동,126.97773,37.29635
4111113400,영화동,127.01356,37.29118
4111113500,송죽동,127.00481,37.30644
4111113600,조원동,127.0151,37.30403
4111113700,연무동,127.02762,37.29423
4111113800,상광교동,127.01797,37.3352
4111113900,하광교동,127.02828,37.31772
4111312600,세류동,127.00981,37.25485
4111312700,평동,126.99711,37.25861
4111312800,고색동,126.98207,37.24785
4111312900,오목천동,126.96735,37.24249
4111313000,평리동,126.99511,37.24146
4111313100,서둔동,126.9877,37.27013
4111313200,구운동,126.97045,37.28086
4111313300,탑동,126.97399,37.26631
4111313400,금곡동,126.94435,37.27365
4111313500,호매실동,126.95306,37.26249
4111313600,곡반정동,127.03117,37.23831
4111313700,권선동,127.02691,37.25001
4111313800,장지동,127.00563,37.23828
4111313900,대황교동,127.01448,37.23119
4111314000,입북동,126.9579,37.29229
4111314100,당수동,126.94015,37.28863
4111512000,팔달로1가,127.01666,37.28056
4111512100,팔달로2가,127.01695,37.2784
4111512200,팔달로3가,127.01555,37.2762
4111512300,남창동,127.01255,37.27994
4111512400,영동,127.01854,37.27631
4111512500,중동,127.01655,37.27379
4111512600,구천동,127.0181,37.27364
4111512700,남수동,127.02096,37.28224
4111512800,매향동,127.02082,37.28556
4111512900,북수동,127.0166,37.28559
4111513000,신풍동,127.01283,37.28352
4111513100,장안동,127.01294,37.28649
4111513200,교동,127.01297,37.27194
4111513300,매교동,127.01622,37.26795
4111513400,매산로1가,127.00087,37.26744
4111513500,매산로2가,127.00511,37.26711
4111513600,매산로3가,127.00949,37.27108
4111513700,고등동,127.00325,37.27425
4111513800,화서동,126.99426,37.283
4111513900,지동,127.02503,37.28043
4111514000,우만동,127.03525,37.28482
4111514100,인계동,127.02989,37.26874
4111710100,매탄동,127.04894,37.26172
4111710200,원천동,127.05701,37.27327
4111710300,이의동,127.04772,37.30128
4111710400,하동,127.07268,37.28724
4111710500,영통동,127.07234,37.25487
4111710600,신동,127.04729,37.24806
4111710700,망포동,127.05204,37.24027
4113110100,신흥동,127.14647,37.44688
4113110200,태평동,127.12988,37.44648
4113110300,수진동,127.12863,37.43697
4113110400,단대동,127.1573,37.45493
4113110500,산성동,127.15287,37.45661
4113110600,양지동,127.16632,37.46414
4113110700,복정동,127.1311,37.45922
4113110800,창곡동,127.14794,37.46797
4113110900,신촌동,127.10933,37.45837
4113111000,오야동,127.10866,37.45303
4113111100,심곡동,127.10241,37.4464
4113111200,고등동,127.09535,37.43232
4113111300,상적동,127.06516,37.42627
4113111400,둔전동,127.11354,37.43336
4113111500,시흥동,127.1022,37.41896
4113111600,금토동,127.07228,37.40945
4113111700,사송동,127.11277,37.41449
4113310100,성남동,127.13272,37.43136
4113310300,금광동,127.16728,37.44751
4113310400,은행동,127.17428,37.46021
4113310500,상대원동,127.17799,37.43987
4113310600,여수동,127.13077,37.42064
4113310700,도촌동,127.15919,37.41386
4113310800,갈현동,127.17524,37.42243
4113310900,하대원동,127.14592,37.42815
4113313200,중앙동,127.15221,37.43994
4113510100,분당동,127.14465,37.3689
4113510200,수내동,127.12286,37.37274
4113510300,정자동,127.1155,37.36441
4113510400,율동,127.15864,37.38643
4113510500,서현동,127.13444,37.38227
4113510600,이매동,127.13143,37.39598
4113510700,야탑동,127.14462,37.40627
4113510800,판교동,127.09334,37.39278
4113510900,삼평동,127.10832,37.40196
4113511000,백현동,127.10131,37.38497
4113511100,금곡동,127.09776,37.35784
4113511200,궁내동,127.09315,37.37108
4113511300,동원동,127.08577,37.3542
4113511400,구미동,127.11937,37.34378
4113511500,운중동,127.06007,37.39312
4113511600,대장동,127.06478,37.36943
4113511700,석운동,127.04227,37.37838
4113511800,하산운동,127.07445,37.38217
4115010100,의정부동,127.04223,37.73746
4115010200,호원동,127.03437,37.71231
4115010300,장암동,127.06325,37.7073
4115010400,신곡동,127.06599,37.73768
4115010500,용현동,127.08088,37.73081
4115010600,민락동,127.1122,37.74667
4115010700,낙양동,127.11421,37.75688
4115010800,자일동,127.10039,37.76762
4115010900,금오동,127.06656,37.75707
4115011000,가능동,127.02062,37.74414
4115011100,녹양동,127.03066,37.76152
4115011200,고산동,127.1037,37.73038
4115011300,산곡동,127.10454,37.71751
4117110100,안양동,126.91633,37.38887
4117110200,석수동,126.91847,37.42614
4117110300,박달동,126.88976,37.39662
4117310100,비산동,126.94664,37.41322
4117310200,관양동,126.96521,37.40528
4117310300,평촌동,126.96801,37.38874
4117310400,호계동,126.9544,37.37801
4119210100,원미동,126.79241,37.49471
4119210200,심곡동,126.78094,37.4892
4119210300,춘의동,126.80234,37.50248
4119210400,도당동,126.78532,37.5134
4119210500,약대동,126.76897,37.5134
4119210600,소사동,126.79517,37.486
4119210700,역곡동,126.80749,37.49024
4119210800,중동,126.76924,37.50064
4119210900,상동,126.75189,37.50062
4119410100,소사본동,126.79535,37.47347
4119410200,심곡본동,126.77983,37.47839
4119410300,범박동,126.81242,37.47017
4119410400,괴안동,126.81216,37.48108
4119410500,송내동,126.76279,37.48178
4119410600,옥길동,126.82337,37.46807
4119410700,계수동,126.8068,37.46472
4119610100,오정동,126.7838,37.53047
4119610200,여월동,126.7989,37.51264
4119610300,작동,126.81596,37.51323
4119610400,원종동,126.80412,37.527
4119610500,고강동,126.81515,37.53212
4119610600,대장동,126.77557,37.5421
4119610700,삼정동,126.76722,37.52409
4119610800,내동,126.77988,37.52113
4121010100,광명동,126.85264,37.47169
4121010200,철산동,126.86893,37.47942
4121010300,하안동,126.86981,37.45904
4121010400,소하동,126.88187,37.43975
4121010500,노온사동,126.85093,37.4407
4121010600,일직동,126.88263,37.41994
4121010700,가학동,126.86062,37.41488
4121010800,옥길동,126.83673,37.4664
4122010100,서정동,127.05659,37.06707
4122010200,장당동,127.06168,37.04588
4122010300,모곡동,127.07604,37.03339
4122010400,칠괴동,127.09048,37.03053
4122010500,칠원동,127.10673,37.02619
4122010600,도일동,127.10884,37.05376
4122010700,가재동,127.08314,37.04461
4122010800,장안동,127.08592,37.05844
4122010900,이충동,127.06817,37.05828
4122011000,지산동,127.07952,37.07584
4122011100,독곡동,127.06936,37.08741
4122011200,신장동,127.05151,37.08473
4122011300,평택동,127.08584,36.99109
4122011400,통복동,127.07642,36.99277
4122011500,군문동,127.08849,36.98237
4122011600,유천동,127.1124,36.97591
4122011700,합정동,127.1033,36.98584
4122011800,비전동,127.10442,36.99983
4122011900,동삭동,127.09443,37.01621
4122012000,세교동,127.08105,37.00862
4122012100,지제동,127.06617,37.01791
4122012200,신대동,127.06453,37.00003
4122012300,소사동,127.12911,36.98486
4122012400,용이동,127.1368,36.99986
4122012500,월곡동,127.14078,37.02295
4122012600,청룡동,127.12585,37.02614
4122012700,죽백동,127.12419,37.00978
4122012800,고덕동,127.03907,37.04394
4122025000,팽성읍,127.03687,36.96136
4122025300,안중읍,126.93669,36.99089
4122025600,포승읍,126.86456,36.97107
4122025900,청북읍,126.93402,37.04481
4122031000,진위면,127.08809,37.10807
4122032000,서탄면,127.02144,37.10215
4122033000,고덕면,127.02375,37.03451
4122034000,오성면,126.99142,37.00333
4122037000,현덕면,126.93202,36.9448
4125010100,송내동,127.06746,37.87861
4125010200,지행동,127.06465,37.8899
4125010300,생연동,127.06357,37.90385
4125010400,광암동,127.10018,37.90565
4125010500,걸산동,127.09582,37.92574
4125010600,보산동,127.06642,37.92385
4125010700,동두천동,127.05932,37.9338
4125010800,안흥동,127.03231,37.93073
4125010900,상봉암동,127.06148,37.94806
4125011000,하봉암동,127.06995,37.96451
4125011100,탑동동,127.11984,37.88721
4125011200,상패동,127.03151,37.90913
4127110100,일동,126.87007,37.3121
4127110200,이동,126.85343,37.31082
4127110300,사동,126.83998,37.2925
4127110400,본오동,126.86359,37.2876
4127110500,팔곡이동,126.8865,37.29097
4127110600,양상동,126.84676,37.35189
4127110700,부곡동,126.86805,37.33463
4127110800,성포동,126.84774,37.32913
4127111000,팔곡일동,126.88864,37.30766
4127111100,건건동,126.90523,37.30851
4127111200,사사동,126.92228,37.29508
4127111300,수암동,126.88427,37.36586
4127111400,장상동,126.8777,37.35267
4127111500,장하동,126.86181,37.35478
4127310100,고잔동,126.83146,37.31877
4127310200,와동,126.82685,37.33978
4127310300,신길동,126.76919,37.33124
4127310400,성곡동,126.74734,37.31419
4127310500,원시동,126.78858,37.30964
4127310600,목내동,126.77406,37.30947
4127310700,초지동,126.80836,37.31079
4127310800,원곡동,126.79627,37.32751
4127310900,선부동,126.80603,37.34358
4127311000,대부동동,126.60189,37.24693
4127311100,대부북동,126.57246,37.26313
4127311200,대부남동,126.5714,37.22028
4127311300,선감동,126.64294,37.21853
4127311400,풍도동,126.38774,37.10859
4127311500,화정동,126.82829,37.35613
4128110100,주교동,126.82717,37.66116
4128110200,원당동,126.85691,37.67171
4128110300,신원동,126.88009,37.6716
4128110400,원흥동,126.87119,37.64807
4128110500,도내동,126.86266,37.62538
4128110600,성사동,126.84794,37.65061
4128110700,북한동,126.97119,37.64661
4128110800,효자동,126.97219,37.67063
4128110900,지축동,126.93814,37.66682
4128111000,오금동,126.91088,37.66604
4128111100,삼송동,126.8879,37.65156
4128111200,동산동,126.89601,37.64201
4128111300,용두동,126.88994,37.62464
4128111400,벽제동,126.91165,37.7267
4128111500,선유동,126.9122,37.69318
4128111600,고양동,126.89875,37.70716
4128111700,대자동,126.88596,37.69794
4128111800,관산동,126.86233,37.70161
4128111900,내유동,126.85409,37.72305
4128112000,토당동,126.81234,37.62322
4128112100,내곡동,126.8034,37.63853
4128112200,대장동,126.81303,37.63549
4128112300,화정동,126.83468,37.63737
4128112400,강매동,126.84272,37.60449
4128112500,행주내동,126.82676,37.60539
4128112600,행주외동,126.81433,37.60554
4128112700,신평동,126.78338,37.622
4128112800,행신동,126.84071,37.61958
4128112900,화전동,126.87226,37.60674
4128113000,현천동,126.85033,37.59131
4128113100,덕은동,126.86603,37.58423
4128113200,향동동,126.89323,37.59993
4128510100,식사동,126.81614,37.67889
4128510200,중산동,126.7848,37.68593
4128510300,정발산동,126.77802,37.67046
4128510400,장항동,126.75943,37.64744
4128510500,마두동,126.78344,37.65913
4128510600,백석동,126.78933,37.64168
4128510700,풍동,126.79831,37.66747
4128510800,산황동,126.8081,37.65112
4128510900,사리현동,126.84161,37.69707
4128511000,지영동,126.83024,37.71661
4128511100,설문동,126.80652,37.72081
4128511200,문봉동,126.82401,37.70005
4128511300,성석동,126.79567,37.70257
4128710100,일산동,126.77001,37.68332
4128710200,주엽동,126.76189,37.67128
4128710300,탄현동,126.76878,37.69775
4128710400,대화동,126.74258,37.66856
4128710500,덕이동,126.75563,37.69622
4128710800,법곳동,126.72773,37.65842
4129010100,관문동,126.9865,37.442
4129010200,문원동,127.00246,37.41785
4129010300,갈현동,126.97939,37.41545
4129010400,막계동,127.02567,37.42761
4129010500,과천동,126.99681,37.45177
4129010600,주암동,127.02501,37.44952
4129010700,중앙동,126.97695,37.43397
4129010800,원문동,126.99165,37.42168
4129010900,별양동,126.99566,37.42782
4129011000,부림동,126.99891,37.43533
4131010100,갈매동,127.11813,37.63164
4131010200,사노동,127.13883,37.63521
4131010300,인창동,127.13254,37.61366
4131010400,교문동,127.12497,37.59086
4131010500,수택동,127.14892,37.5946
4131010600,아천동,127.11454,37.57015
4131010700,토평동,127.14902,37.57929
4136010100,호평동,127.24951,37.66382
4136010200,평내동,127.23519,37.64641
4136010300,금곡동,127.21216,37.63204
4136010400,일패동,127.18429,37.62139
4136010500,이패동,127.19532,37.60951
4136010600,삼패동,127.19836,37.59648
4136010800,수석동,127.17405,37.59079
4136010900,지금동,127.16549,37.60242
4136011000,도농동,127.15348,37.60059
4136011100,별내동,127.1145,37.66626
4136011200,다산동,127.16027,37.61303
4136025000,와부읍,127.2471,37.59406
4136025300,진접읍,127.19368,37.72554
4136025600,화도읍,127.31599,37.65285
4136025900,진건읍,127.18515,37.65793
4136026200,오남읍,127.23146,37.69381
4136026500,퇴계원읍,127.14321,37.6535
4136031000,별내면,127.12623,37.70987
4136034000,수동면,127.30411,37.72633
4136036000,조안면,127.29908,37.56683
4137010100,오산동,127.0714,37.14951
4137010200,부산동,127.08933,37.15344
4137010300,원동,127.0827,37.14126
4137010400,궐동,127.05473,37.16089
4137010500,청학동,127.05662,37.15272
4137010600,가장동,127.03601,37.16216
4137010700,금암동,127.0465,37.17366
4137010800,수청동,127.06259,37.16795
4137010900,은계동,127.07314,37.16131
4137011000,내삼미동,127.06225,37.17929
4137011100,외삼미동,127.05599,37.19175
4137011200,양산동,127.02027,37.18976
4137011300,세교동,127.03985,37.18754
4137011400,지곶동,127.02627,37.1765
4137011500,서랑동,127.00806,37.17385
4137011600,서동,127.03907,37.15044
4137011700,벌음동,127.03789,37.14075
4137011800,두곡동,127.04402,37.13166
4137011900,탑동,127.0486,37.13553
4137012000,누읍동,127.05492,37.13942
4137012100,가수동,127.05489,37.14636
4137012200,고현동,127.08456,37.13336
4137012300,청호동,127.08438,37.12965
4137012400,갈곶동,127.07084,37.13076
4139010100,대야동,126.78823,37.45539
4139010200,신천동,126.78009,37.43868
4139010300,방산동,126.76603,37.41654
4139010400,포동,126.77693,37.40355
4139010500,미산동,126.78942,37.41823
4139010600,은행동,126.79932,37.43372
4139010700,안현동,126.81503,37.43002
4139010800,매화동,126.81147,37.4159
4139010900,도창동,126.81965,37.40707
4139011000,금이동,126.83547,37.39863
